256.3900893,289.2190476
256.4998215,252.184375
256.4998215,271.6403572
248.2712352,225.9870387
256.4998215,245.272381
256.3900893,235.1177083
256.2803572,201.3257143
161.9260863,194.1577083
256.2803572,170.3497023
256.3900893,155.2457143
256.4998215,98.49904762
256.3900893,293.8270238
256.3900893,298.4350596
256.3900893,302.7870238
256.2803572,304.0670238
256.3900893,307.736369
256.3900893,312.5150298
256.3900893,318.5737203
256.2803572,334.0190476
256.2803572,257.7310416
244.5409524,261.656369
78.76266374,149.8697023
196.0472321,204.1417114
183.9786607,205.4217114
171.5809524,204.2270387
155.1238095,197.0590476
208.4449404,202.1790476
186.8312352,181.3577083
198.0220982,182.0403869
174.9820982,182.4670536
165.5466667,184.6857143
143.0552381,204.6537054
210.0906547,355.5230357
157.5375149,192.2803721
79.53066959,200.8137054
126.0495238,197.7417114
191.6586607,247.7470387
243.7729464,288.2803572
244.9798066,298.8617262
229.4003721,290.7550596
218.0998066,294.0830357
234.008378,298.8617262
224.3535119,299.7150596
200.1066667,315.5016965
250.3558036,252.5257143
249.8072321,245.3577083
147.3340923,171.1177083
212.0655209,220.184375
224.792381,252.7817262
220.952381,247.6617114
156.2209524,247.064375
248.9295238,235.6297172
183.3203721,159.8537203
164.9980952,163.608378
107.7272396,128.6217114
232.8015178,166.7657143
208.1158036,184.7710416
190.7809524,304.5790476
61.97638022,316.3550298
230.6072321,261.2297023
237.0803721,265.4110416
203.288378,303.8110416
208.0060863,303.6403572
156.4403869,155.928378
221.6106547,257.9017262
205.1535119,159.3417114
203.9466667,150.3817114
180.5775149,102.8510416
134.936369,142.104375
195.3889435,127.0857143
134.8266667,165.656369
109.4826637,158.4030357
244.2118006,293.8270238
232.5820833,294.5950596
221.8300893,296.5577083
231.8140923,263.704375
206.0312352,303.5550596
212.7238095,307.992381
213.0529464,303.5550596
238.3969495,255.7683929
225.4506547,302.9577083
234.8860863,302.872381
245.3089435,302.9577083
241.0300893,333.4216965
243.992381,318.4030357
244.2118006,311.9177083
244.3215178,307.3950596
244.2118006,303.9817262
223.9146578,304.0670238
223.256369,306.8830357
221.8300893,309.784375
219.5260863,312.7710416
207.0186607,284.5257143
37.94895092,256.7070238
256.2803572,263.7897023
217.3318006,304.152381
215.6860863,306.2857143
242.0175149,271.2990476
221.6106547,265.8377083
239.8232292,268.4830357
198.8998066,226.4990476
182.0038095,234.3497172
216.7832292,252.184375
140.5318155,112.5790476
162.3649553,131.4377083
178.712381,150.6377083
211.2975149,322.8403869
230.2780952,152.344375
224.792381,126.6590476
216.8929464,99.01104165
161.5969495,200.472381
129.9992261,213.1870387
217.112381,200.472381
147.224375,185.112381
223.8049404,214.0403721
233.2403721,248.6003721
111.8963764,220.952381
142.8358036,220.7817114
160.2803721,224.4510416
181.2358036,221.9763839
197.4735267,217.1977083
210.8586607,212.1630505
245.7477976,202.9470387
116.8335193,243.992381
134.4975298,182.9790476
252.3306547,257.5603572
213.4918006,230.5950447
40.3626674,201.2403721
223.1466667,207.9817114
210.0906547,252.7817262
151.5032441,192.7070387
228.9615178,242.3710416
46.17752235,286.232381
219.9649404,196.2057143
239.7135119,237.7630505
139.1055209,333.4216965
120.7832366,351.8537203
79.96952381,249.9657143
114.2003795,319.6830357
92.03809524,177.6030357
205.1535119,369.7737203
252.4403572,263.5336905
203.6175149,238.7870387
110.1409524,199.8750447
174.872381,199.448378
186.0632292,200.984375
209.7615178,309.272381
116.1752381,266.6910416
225.3409524,390.936369
174.9820982,374.9790476
151.3935119,364.9950298
256.4998215,127.5977083
256.3900893,394.5203869
196.1569495,200.3017114
208.3352381,199.2777083
216.1249404,197.6563839
119.2472321,180.6750447
206.3603721,187.4163839
196.1569495,185.4537203
186.0632292,185.112381
174.9820982,186.1363839
167.0826637,187.928378
57.80723956,172.4830357
167.0826637,196.3763839
256.2803572,277.1870238
218.5386607,279.1497023
231.9238095,258.8403572
241.1398066,277.9550596
256.3900893,183.7470536
161.4872321,347.5870536
182.3329464,359.1070536
229.7295238,376.5150298
89.5146652,337.7737203
215.4666667,191.5977083
236.5318006,218.8190476
256.3900893,378.6483632
200.3260863,383.8537203
83.04151784,275.992381
233.3500893,303.9817262
233.1306547,307.3097023
232.5820833,311.1497023
231.5946578,316.4403869
224.9020833,328.984375
214.4792261,300.6536905
211.736369,299.032381
208.1158036,297.8377083
196.9249553,293.0590476
143.1649404,271.2136905
235.1055209,208.0670387
227.864375,186.8190476
218.648378,189.8910416
217.4415178,302.872381
134.168378,299.8003572
242.2369495,184.2590476
216.4540923,342.1257143
256.3900893,225.2190476
246.9546578,215.7470387
256.3900893,214.6377083
225.7798066,233.4963839
